station_key,traffic_count,year,wgs84_latitude,wgs84_longitude
56142,70894,2009,-32.815563,151.627701
55371,155550,2009,-33.907001,151.191086
57425,677016,2009,-33.738918,151.072128
56509,25370,2009,-32.109516,152.372711
57051,1237416,2009,-33.796436,150.987595
57174,1043786,2009,-33.939297,150.921341
57289,495706,2009,-33.790771,150.978729
56693,114540,2009,-33.922169,151.142914
55717,9962,2009,-32.65453,151.967926
56933,319074,2009,-33.962677,151.092056
57062,96226,2009,-33.802948,150.971558
58723,183514,2009,-33.706009,150.320618
57168,417496,2009,-33.677433,151.304688
56252,708296,2009,-34.416145,150.879471
57103,393942,2009,-33.742413,151.150818
57555,182058,2009,-33.605782,150.824585
58730,127196,2009,-33.636135,150.284943
56922,149960,2009,-34.034176,151.004303
57536,512136,2009,-33.775021,150.67334
56413,80218,2009,-35.699673,150.184463
57362,650380,2009,-33.791458,151.001419
57359,280322,2009,-33.740406,151.060989
56729,754462,2009,-33.829956,151.218063
58765,216018,2009,-33.418571,149.602188
58846,95684,2009,-33.678875,150.282959
56673,227328,2009,-33.928787,151.194824
57828,43712,2009,-33.110325,148.174591
58419,4044,2009,-30.001989,148.034653
56250,93858,2009,-34.7533569335938,150.826431274414
57242,144432,2009,-33.860565,150.957825
55863,102712,2009,-32.9706268310547,151.482223510742
56431,2992,2009,-36.364735,148.58696
55888,406276,2009,-33.181824,151.467636
56796,122592,2009,-33.901711,151.107651
55411,200862,2009,-33.898334,151.178238
56730,239880,2009,-33.817001,151.212357
58698,26182,2009,-33.509514,150.27977
57621,125132,2009,-29.470619,149.84288
57626,105336,2009,-29.472122,149.843033
57985,68610,2009,-32.242561,148.587021
57869,50562,2009,-33.122059,148.173874
57453,478310,2009,-33.773907,151.082626
328014,17618,2009,-36.00296,146.003143
55548,64092,2009,-28.552515,153.546493
58743,55438,2009,-32.599403,149.587967
56821,860984,2009,-33.8840827941895,151.069564819336
58701,203354,2009,-33.708157,150.346817
57456,31006,2009,-33.541714,151.198547
57462,760488,2009,-34.050945,150.825409
57361,191338,2009,-33.870773,151.142013
56974,498076,2009,-33.939327,151.035797
57060,302508,2009,-33.794579,151.000626
57259,170172,2009,-33.808781,150.93718
57680,11078,2009,-31.231163,149.31926
56153,234966,2009,-33.39595,151.345932
57085,533974,2009,-33.808025,151.089996
58849,56762,2009,-32.590225,149.582367
57473,221742,2009,-34.071346,150.811279
57052,741496,2009,-33.797592,150.975433
56959,273658,2009,-33.963131,151.04187
58172,44700,2009,-35.249474,149.490677
56512,112440,2009,-31.470003,152.818283
56658,75498,2009,-33.958763,151.203247
56916,101954,2009,-34.132504,150.993759
57369,502800,2009,-33.738117,151.033081
58747,5538,2009,-32.933666,149.874817
56674,143956,2009,-33.924007,151.184967
57997,28788,2009,-32.198822,148.498795
55441,484300,2009,-28.193743,153.527389
57101,457098,2009,-33.798344,151.13913
58709,8712,2009,-32.002338,149.382294
55439,224082,2009,-29.697966,152.942108
58891,12192,2009,-31.583057,149.766907
57297,258650,2009,-33.767948,150.904663
57185,371190,2009,-33.904858,150.9431
58043,82518,2009,-33.136814,148.173203
57061,113500,2009,-33.800282,150.980911
55874,193896,2009,-32.923946,151.741364
56508,102132,2009,-31.408945,152.821823
58741,7012,2009,-31.929626,149.321991
57273,133784,2009,-33.817192,150.969238
56279,74074,2009,-34.478516,150.889618
57160,667628,2009,-33.725773,151.219788
57446,161974,2009,-33.783058,151.084228
