station_key,traffic_count,year,wgs84_latitude,wgs84_longitude
58219,18908,2010,-35.918716,147.001556
56416,40642,2010,-36.105434,150.056808
58339,145870,2010,-35.116978,147.355392
58327,9348,2010,-35.557957,147.667786
57257,376680,2010,-33.869324,150.963486
56222,169010,2010,-34.432686,150.480286
58306,11388,2010,-35.656525,147.107559
56781,750472,2010,-33.934917,151.0737
56413,83068,2010,-35.699673,150.184463
56208,238926,2010,-32.885941,151.727203
58347,23026,2010,-35.775764,148.010117
55958,277050,2010,-32.918491,151.740524
56861,744332,2010,-33.821175,151.149902
56245,32714,2010,-34.566525,150.662857
56387,197120,2010,-34.437912,150.42067
56855,104394,2010,-33.839256,151.14035
58662,3006,2010,-33.716839,141.786301
58881,878356,2010,-34.390652,150.858108
57367,572532,2010,-33.744923,150.996368
58328,2370,2010,-35.580383,148.332809
56821,795782,2010,-33.8840827941895,151.069564819336
58387,104238,2010,-36.083645,146.909882
55872,367134,2010,-32.92556,151.696289
58555,6804,2010,-34.149712,145.22403
58391,5800,2010,-35.648388,146.306885
58215,19376,2010,-35.327759,148.23764
58316,32712,2010,-36.088005,147.036148
58263,6524,2010,-33.883633,146.684067
56780,603932,2010,-33.899914,151.088058
55839,90098,2010,-32.752235,151.72522
58608,32384,2010,-34.516502,144.8423
56595,206918,2010,-32.179996,152.508057
56615,108592,2010,-33.89072,151.250137
55870,194230,2010,-32.905552,151.746658
56908,427874,2010,-34.019458770752,151.049346923828
58199,32380,2010,-34.990955,146.7426
57457,65834,2010,-33.607269,151.160721
58882,38207,2010,-33.759418,147.523041
56159,118852,2010,-33.270084,151.560318
58349,65386,2010,-34.447533,147.534027
57502,147072,2010,-34.054153,150.707245
55952,115970,2010,-32.888538,151.695129
57005,561268,2010,-33.83889,151.029022
58241,7506,2010,-35.768288,147.963791
56802,520918,2010,-33.885006,151.136261
58173,29968,2010,-35.214867,149.271011
57050,778112,2010,-33.812046,151.039719
56207,164532,2010,-32.953861,151.618484
56801,211240,2010,-33.889008,151.133102
58637,5274,2010,-34.666584,143.562012
57440,597388,2010,-33.760658,151.07962
