station_key,traffic_count,year,wgs84_latitude,wgs84_longitude
56820,1821480,2019,-33.86327,151.066605
56975,571688,2019,-33.9051513671875,151.041351318359
15934004,11634,2019,-32.656384,151.851227
58870,1791264,2019,-33.694206,151.121323
99990014,1578456,2019,-33.454525,151.206726
15842282,4970,2019,-34.706326,150.012497
57140,721376,2019,-33.729507,151.30011
99990003,579152,2019,-33.817974,150.981827
15252004,182420,2019,-32.300934,150.932449
55348,255402,2019,-33.884388,151.217804
15216013,44308,2019,-33.924088,147.258881
56841,1874692,2019,-33.824696,151.093216
15286008,202668,2019,-33.8651123046875,151.041610717773
99990015,592168,2019,-32.835659,151.538528
55306,194280,2019,-33.86618,151.203201
57462,793928,2019,-34.050945,150.825409
15286003,179688,2019,-33.953056,151.137482
15252023,238080,2019,-33.579613,150.222458
15252020,208104,2019,-33.544159,150.171692
55385,247358,2019,-33.8741,151.19487
15828014,20120,2019,-34.705681,150.013245
15175634,56418,2019,-29.066118,153.360901
56077,228030,2019,-32.928658,151.641113
57106,1231804,2019,-33.763687,151.136978
15252008,44104,2019,-32.327095,150.537567
15216009,24980,2019,-29.777054,151.170212
56912,135177,2019,-34.022137,151.089767
58865,54692,2019,-31.31538,149.303513
58885,23972,2019,-34.696266,146.341217
15370002,132736,2019,-32.914944,151.725403
15334002,264740,2019,-33.874916,151.155319
56950,1013500,2019,-33.977142,151.030533
57203,265326,2019,-33.88306,150.851425
57000,147470,2019,-33.8911323547363,150.965896606445
15216012,50904,2019,-33.410191,147.969162
56863,195732,2019,-33.825085,151.178818
15828008,26016,2019,-34.702332,150.017639
99990005,97618,2019,-32.088028,152.405975
15828018,2975,2019,-34.690311,149.999191
15828007,20124,2019,-34.703369,150.016907
15216011,56428,2019,-34.905838,148.185486
56927,430922,2019,-33.984394,151.109436
57155,494760,2019,-33.701229,151.211594
58858,60460,2019,-35.967876,147.004715
55430,379324,2019,-33.887547,151.219452
57104,1235564,2019,-33.729225,151.122208
15648001,276394,2019,-33.817272,150.962784
15334027,73720,2019,-28.886017,153.0457
