station_key,traffic_count,year,wgs84_latitude,wgs84_longitude
57425,143989,2020,-33.738918,151.072128
57101,482074,2020,-33.798344,151.13913
55306,161084,2020,-33.86618,151.203201
58870,1557160,2020,-33.694206,151.121323
57289,139238,2020,-33.790771,150.978729
55411,163076,2020,-33.898334,151.178238
55423,36576,2020,-33.873695,151.195328
15252008,39596,2020,-32.327095,150.537567
57159,572112,2020,-33.686592,151.256943
15286014,82412,2020,-33.798195,150.897125
15286002,85916,2020,-34.035271,151.113007
99990002,260864,2020,-34.791008,148.86348
15252016,357312,2020,-34.272804,150.714188
15828005,150884,2020,-33.79353,151.018829
15286009,157886,2020,-33.888157,150.922974
58879,24118,2020,-29.434345,153.240707
15828017,86012,2020,-34.308601,150.599533
15334028,22602,2020,-29.434433,153.240707
58885,20192,2020,-34.696266,146.341217
57318,74711,2020,-33.776749,150.803101
57176,600788,2020,-33.937553,150.913849
15252022,176172,2020,-33.544163,150.171692
57535,93312,2020,-33.746132,150.681915
57257,334304,2020,-33.869324,150.963486
15334014,88648,2020,-33.665455,151.090271
56845,432150,2020,-33.869789,151.112778
58895,45156,2020,-32.5779228210449,148.222015380859
55869,54973,2020,-32.963619,151.695831
58877,38942,2020,-34.786289,148.703384
99990013,411032,2020,-34.033203,151.092529
15216010,24388,2020,-29.730248,151.6996
15252018,202396,2020,-33.582989,150.240768
56873,196914,2020,-33.788738,151.193848
57060,60019,2020,-33.794579,151.000626
15828013,21172,2020,-34.706158,150.012939
56602,714936,2020,-33.878181,150.924942
56820,1615992,2020,-33.86327,151.066605
58874,1382460,2020,-33.429348,151.22467
15334022,29812,2020,-33.760098,147.522415
99990006,407944,2020,-31.968466,152.463989
57133,102896,2020,-33.711651,151.296783
57155,438744,2020,-33.701229,151.211594
56872,439364,2020,-33.799751,151.210465
17126147,45556,2020,-32.657585,148.199356
15828012,107150,2020,-34.707207,150.01265
55304,654912,2020,-33.860836,151.213791
56975,548888,2020,-33.9051513671875,151.041351318359
55710,417918,2020,-32.818165,151.692841
57160,481028,2020,-33.725773,151.219788
57108,120533,2020,-33.742207,151.139358
56891,76350,2020,-33.793015,151.253708
15934008,5834,2020,-33.61628,150.273605
57224,358186,2020,-33.889923,150.883972
56974,145746,2020,-33.939327,151.035797
57012,145584,2020,-33.835732,151.023056
55363,156746,2020,-33.907532,151.200974
15828015,21150,2020,-34.705311,150.013504
15216016,44496,2020,-31.995474,148.579636
55329,238740,2020,-33.898201,151.177399
55432,49490,2020,-33.894791,151.220764
15252003,249024,2020,-32.532272,151.139435
57096,1036868,2020,-33.81551,151.101105
55385,217815,2020,-33.8741,151.19487
57051,360954,2020,-33.796436,150.987595
15334019,11820,2020,-31.919863,141.53447
56615,359012,2020,-33.89072,151.250137
57426,402388,2020,-33.740452,151.059372
15216020,44552,2020,-32.657825,148.199264
57048,104926,2020,-33.802933,151.066223
15216009,21840,2020,-29.777054,151.170212
15286007,146592,2020,-33.724922,150.977127
15934009,64748,2020,-33.618145,150.274261
57168,394908,2020,-33.677433,151.304688
58865,45252,2020,-31.31538,149.303513
15175631,59856,2020,-34.912457,149.442764
99990005,83732,2020,-32.088028,152.405975
55439,138288,2020,-29.697966,152.942108
56694,511764,2020,-33.887417,151.173325
15252009,59352,2020,-30.979286,150.307693
15175629,162148,2020,-33.424236,149.665482
56885,500846,2020,-33.803474,151.246109
56981,144860,2020,-33.9292488098145,150.979049682617
15286003,160678,2020,-33.953056,151.137482
56236,114864,2020,-34.863758,150.601425
16294003,28446,2020,-33.454796,151.205872
55883,23465,2020,-33.0074653625488,151.715789794922
57106,1038534,2020,-33.763687,151.136978
57128,112108,2020,-33.718727,151.110672
15286012,266296,2020,-33.865181,151.171997
57328,287030,2020,-33.7716369628906,150.836044311523
15828002,59672,2020,-32.940571,151.71312
15334032,61164,2020,-33.511532,150.284225
56424,43960,2020,-36.155613,149.151504
15216018,50956,2020,-31.74824,148.641083
15286001,71452,2020,-33.886032,151.218079
15286016,164676,2020,-34.5301895141602,150.869140625
17126150,108356,2020,-32.77161,151.452805
15175635,122316,2020,-31.105118,152.831375
15252006,175920,2020,-32.179447,150.889908
58058,135422,2020,-34.817825,149.601578
17126149,122384,2020,-33.886311,151.217911
15334011,103470,2020,-32.771721,151.452652
15334030,87988,2020,-33.65556,151.063828
56730,185908,2020,-33.817001,151.212357
56778,375080,2020,-33.928268,151.077286
57141,933216,2020,-33.753262,151.257889
58878,141876,2020,-34.836449,149.007996
57518,236696,2020,-33.769199,150.761856
15252030,537084,2020,-33.929409,151.072479
15216014,35244,2020,-33.924194,147.258545
55958,277850,2020,-32.918491,151.740524
55307,274570,2020,-33.86129,151.209854
56387,37046,2020,-34.437912,150.42067
15252024,54952,2020,-30.984961,150.768204
15286011,160354,2020,-34.045811,151.133041
15216011,41130,2020,-34.905838,148.185486
17126152,26456,2020,-31.616983,148.746139
56861,655548,2020,-33.821175,151.149902
58859,57220,2020,-28.567099,150.321335
15334018,18224,2020,-34.6745,143.571899
56744,141414,2020,-33.929401,151.156433
15252035,138344,2020,-33.779202,150.814102
17126146,41012,2020,-34.905685,148.184982
15648001,269806,2020,-33.817272,150.962784
15334005,150852,2020,-32.906013,151.671356
15828004,51990,2020,-34.425961,150.887421
55394,87567,2020,-33.889572,151.201599
56855,416590,2020,-33.839256,151.14035
15286015,95988,2020,-34.449482,150.849564
56422,46912,2020,-36.241871,149.064804
15216015,41940,2020,-33.410091,147.969513
57293,234296,2020,-33.769943,150.912094
57095,252998,2020,-33.80019,151.114365
56678,71359,2020,-33.917812,151.171143
